Title,Title_URL,Time,Status,rcard,col12lg3_URL,col12lg3,result1_URL,result1,matchlink_URL,matchlink,Title1,Title_URL1,Time1,Status1,rcard1,col12lg3_URL1,col12l1,result1_URL1,resul1,matchlink_URL1,matchlink1
Fiorentina,https://1xbet.whoscored.com/Teams/73/Show/Italy-Fiorentina,19:30,FT,2,https://1xbet.whoscored.com/Teams/2889/Show/Italy-Sassuolo,Sassuolo,https://1xbet.whoscored.com/Matches/1651749/Live/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,1 : 3,https://1xbet.whoscored.com/Matches/1651749/MatchReport/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,Match Report,,,17:00,FT,,,,https://1xbet.whoscored.com/Matches/1651737/Live/Italy-Serie-A-2022-2023-Lazio-Cremonese,3 : 2,https://1xbet.whoscored.com/Matches/1651737/MatchReport/Italy-Serie-A-2022-2023-Lazio-Cremonese,Match Report
Fiorentina,https://1xbet.whoscored.com/Teams/73/Show/Italy-Fiorentina,19:30,FT,2,https://1xbet.whoscored.com/Teams/2889/Show/Italy-Sassuolo,Sassuolo,https://1xbet.whoscored.com/Matches/1651749/Live/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,1 : 3,https://1xbet.whoscored.com/Matches/1651749/MatchReport/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,Match Report,AC Milan,https://1xbet.whoscored.com/Teams/80/Show/Italy-AC-Milan,19:45,FT,,https://1xbet.whoscored.com/Teams/87/Show/Italy-Juventus,Juventus,https://1xbet.whoscored.com/Matches/1651736/Live/Italy-Serie-A-2022-2023-Juventus-AC-Milan,0 : 1,https://1xbet.whoscored.com/Matches/1651736/MatchReport/Italy-Serie-A-2022-2023-Juventus-AC-Milan,Match Report
Fiorentina,https://1xbet.whoscored.com/Teams/73/Show/Italy-Fiorentina,19:30,FT,2,https://1xbet.whoscored.com/Teams/2889/Show/Italy-Sassuolo,Sassuolo,https://1xbet.whoscored.com/Matches/1651749/Live/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,1 : 3,https://1xbet.whoscored.com/Matches/1651749/MatchReport/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,Match Report,,,19:45,FT,,https://1xbet.whoscored.com/Teams/271/Show/Italy-Sampdoria,Sampdoria,https://1xbet.whoscored.com/Matches/1651720/Live/Italy-Serie-A-2022-2023-Sampdoria-Empoli,1 : 1,https://1xbet.whoscored.com/Matches/1651720/MatchReport/Italy-Serie-A-2022-2023-Sampdoria-Empoli,Match Report
Fiorentina,https://1xbet.whoscored.com/Teams/73/Show/Italy-Fiorentina,19:30,FT,2,https://1xbet.whoscored.com/Teams/2889/Show/Italy-Sassuolo,Sassuolo,https://1xbet.whoscored.com/Matches/1651749/Live/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,1 : 3,https://1xbet.whoscored.com/Matches/1651749/MatchReport/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,Match Report,Monza,https://1xbet.whoscored.com/Teams/269/Show/Italy-Monza,19:45,FT,1,https://1xbet.whoscored.com/Teams/2889/Show/Italy-Sassuolo,Sassuolo,https://1xbet.whoscored.com/Matches/1651729/Live/Italy-Serie-A-2022-2023-Sassuolo-Monza,1 : 2,https://1xbet.whoscored.com/Matches/1651729/MatchReport/Italy-Serie-A-2022-2023-Sassuolo-Monza,Match Report
Fiorentina,https://1xbet.whoscored.com/Teams/73/Show/Italy-Fiorentina,19:30,FT,2,https://1xbet.whoscored.com/Teams/2889/Show/Italy-Sassuolo,Sassuolo,https://1xbet.whoscored.com/Matches/1651749/Live/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,1 : 3,https://1xbet.whoscored.com/Matches/1651749/MatchReport/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,Match Report,Bologna,https://1xbet.whoscored.com/Teams/71/Show/Italy-Bologna,14:00,FT,1,https://1xbet.whoscored.com/Teams/2731/Show/Italy-Cremonese,Cremonese,https://1xbet.whoscored.com/Matches/1651723/Live/Italy-Serie-A-2022-2023-Cremonese-Bologna,1 : 5,https://1xbet.whoscored.com/Matches/1651723/MatchReport/Italy-Serie-A-2022-2023-Cremonese-Bologna,Match Report
Fiorentina,https://1xbet.whoscored.com/Teams/73/Show/Italy-Fiorentina,19:30,FT,2,https://1xbet.whoscored.com/Teams/2889/Show/Italy-Sassuolo,Sassuolo,https://1xbet.whoscored.com/Matches/1651749/Live/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,1 : 3,https://1xbet.whoscored.com/Matches/1651749/MatchReport/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,Match Report,,,17:00,FT,,,,https://1xbet.whoscored.com/Matches/1651722/Live/Italy-Serie-A-2022-2023-Atalanta-Verona,3 : 1,https://1xbet.whoscored.com/Matches/1651722/MatchReport/Italy-Serie-A-2022-2023-Atalanta-Verona,Match Report
Fiorentina,https://1xbet.whoscored.com/Teams/73/Show/Italy-Fiorentina,19:30,FT,2,https://1xbet.whoscored.com/Teams/2889/Show/Italy-Sassuolo,Sassuolo,https://1xbet.whoscored.com/Matches/1651749/Live/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,1 : 3,https://1xbet.whoscored.com/Matches/1651749/MatchReport/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,Match Report,,,19:45,FT,,,,https://1xbet.whoscored.com/Matches/1651726/Live/Italy-Serie-A-2022-2023-AC-Milan-Sampdoria,5 : 1,https://1xbet.whoscored.com/Matches/1651726/MatchReport/Italy-Serie-A-2022-2023-AC-Milan-Sampdoria,Match Report
Fiorentina,https://1xbet.whoscored.com/Teams/73/Show/Italy-Fiorentina,19:30,FT,2,https://1xbet.whoscored.com/Teams/2889/Show/Italy-Sassuolo,Sassuolo,https://1xbet.whoscored.com/Matches/1651749/Live/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,1 : 3,https://1xbet.whoscored.com/Matches/1651749/MatchReport/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,Match Report,,,11:30,FT,,https://1xbet.whoscored.com/Teams/79/Show/Italy-Lecce,Lecce,https://1xbet.whoscored.com/Matches/1651725/Live/Italy-Serie-A-2022-2023-Lecce-Spezia,0 : 0,https://1xbet.whoscored.com/Matches/1651725/MatchReport/Italy-Serie-A-2022-2023-Lecce-Spezia,Match Report
Fiorentina,https://1xbet.whoscored.com/Teams/73/Show/Italy-Fiorentina,19:30,FT,2,https://1xbet.whoscored.com/Teams/2889/Show/Italy-Sassuolo,Sassuolo,https://1xbet.whoscored.com/Matches/1651749/Live/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,1 : 3,https://1xbet.whoscored.com/Matches/1651749/MatchReport/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,Match Report,,,14:00,FT,,https://1xbet.whoscored.com/Teams/72/Show/Italy-Torino,Torino,https://1xbet.whoscored.com/Matches/1651730/Live/Italy-Serie-A-2022-2023-Torino-Fiorentina,1 : 1,https://1xbet.whoscored.com/Matches/1651730/MatchReport/Italy-Serie-A-2022-2023-Torino-Fiorentina,Match Report
Fiorentina,https://1xbet.whoscored.com/Teams/73/Show/Italy-Fiorentina,19:30,FT,2,https://1xbet.whoscored.com/Teams/2889/Show/Italy-Sassuolo,Sassuolo,https://1xbet.whoscored.com/Matches/1651749/Live/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,1 : 3,https://1xbet.whoscored.com/Matches/1651749/MatchReport/Italy-Serie-A-2022-2023-Sassuolo-Fiorentina,Match Report,,,17:00,FT,1,,,https://1xbet.whoscored.com/Matches/1651727/Live/Italy-Serie-A-2022-2023-Napoli-Inter,3 : 1,https://1xbet.whoscored.com/Matches/1651727/MatchReport/Italy-Serie-A-2022-2023-Napoli-Inter,Match Report
