,home_team,away_team,date,league,season,home_score,away_score,home_xg,away_xg,datetime,home_standings,away_standings,home_points,away_points,home_points_last_4_matches,away_points_last_4_matches,home_points_last_2_home_matches,away_points_last_2_away_matches,home_goals_last_4_matches,away_goals_last_4_matches,home_goals_last_2_home_matches,away_goals_last_2_away_matches,home_goals_against_last_4_matches,away_goals_against_last_4_matches,home_goals_against_last_2_home_matches,away_goals_against_last_2_away_matches,home_mean_xg_last_4_matches,away_mean_xg_last_4_matches,home_mean_xg_last_2_home_matches,away_mean_xg_last_2_away_matches,home_mean_xg_against_last_4_matches,away_mean_xg_against_last_4_matches,home_mean_xg_against_last_2_home_matches,away_mean_xg_against_last_2_away_matches
1451,Schalke 04,RasenBallsport Leipzig,March 16 2019,Bundesliga,2018/2019,0,1,1.01,1.69,2019-03-16,15,4,23,46,1.0,8.0,1.0,6.0,2.0,5.0,0.0,4.0,11.0,2.0,4.0,1.0,0.9025,1.625,0.6599999999999999,1.12,2.2225,0.9725,1.995,1.2000000000000002
14704,Torino,Bologna,March 16 2019,Serie A,2018/2019,2,3,1.45,1.98,2019-03-16,7,18,44,21,10.0,3.0,6.0,0.0,7.0,4.0,5.0,2.0,1.0,5.0,0.0,4.0,0.91,2.175,1.195,2.05,1.4875,1.1575,1.12,1.755
1450,VfB Stuttgart,Hoffenheim,March 16 2019,Bundesliga,2018/2019,1,1,1.36,2.9,2019-03-16,16,8,19,37,4.0,7.0,3.0,1.0,8.0,8.0,6.0,3.0,8.0,5.0,4.0,4.0,1.4725,2.325,2.02,1.5350000000000001,1.4300000000000002,1.355,0.9650000000000001,2.11
4573,West Ham,Huddersfield,March 16 2019,EPL,2018/2019,4,3,1.88,1.67,2019-03-16,10,20,39,14,6.0,3.0,6.0,0.0,5.0,1.0,5.0,0.0,4.0,5.0,1.0,3.0,1.33,0.5325,2.31,0.165,2.4,1.79,1.2149999999999999,2.215
1452,Wolfsburg,Fortuna Duesseldorf,March 16 2019,Bundesliga,2018/2019,5,2,3.88,1.94,2019-03-16,7,12,39,31,7.0,6.0,4.0,3.0,7.0,6.0,4.0,4.0,7.0,6.0,1.0,2.0,1.065,1.3725,1.655,1.55,1.88,1.3699999999999999,1.28,1.305
14710,AC Milan,Inter,March 17 2019,Serie A,2018/2019,2,3,1.06,2.91,2019-03-17,3,4,51,50,12.0,7.0,6.0,1.0,9.0,8.0,4.0,4.0,2.0,6.0,0.0,5.0,1.3175000000000001,1.585,1.34,1.835,0.6699999999999999,1.1825,0.705,1.8
14705,Atalanta,Chievo,March 17 2019,Serie A,2018/2019,1,1,1.5,0.76,2019-03-17,6,20,44,13,6.0,1.0,3.0,0.0,6.0,1.0,4.0,0.0,7.0,6.0,4.0,4.0,1.4725,0.905,1.435,1.4500000000000002,1.1875,1.0725,0.645,1.085
1455,Bayer Leverkusen,Werder Bremen,March 17 2019,Bundesliga,2018/2019,1,3,0.92,1.31,2019-03-17,6,9,42,36,9.0,6.0,6.0,2.0,9.0,7.0,4.0,2.0,5.0,5.0,0.0,2.0,2.215,1.4774999999999998,2.58,1.115,0.5475,1.19,0.235,1.135
1456,Bayern Munich,Mainz 05,March 17 2019,Bundesliga,2018/2019,6,0,2.67,0.3,2019-03-17,2,13,57,30,12.0,3.0,6.0,0.0,15.0,4.0,7.0,1.0,3.0,6.0,0.0,5.0,3.2275,1.1475,2.385,0.78,0.3825,1.4649999999999999,0.22000000000000003,1.955
11399,Bordeaux,Rennes,March 17 2019,Ligue 1,2018/2019,1,1,1.52,0.84,2019-03-17,13,9,33,40,2.0,7.0,1.0,0.0,2.0,7.0,1.0,1.0,4.0,4.0,2.0,6.0,1.0775000000000001,1.5325,1.29,0.7,1.5425,0.69,1.685,1.765
7972,Eibar,Real Valladolid,March 17 2019,La liga,2018/2019,1,2,1.64,2.21,2019-03-17,11,17,35,26,5.0,0.0,4.0,0.0,4.0,2.0,3.0,1.0,4.0,10.0,2.0,4.0,1.8649999999999998,1.0949999999999998,2.16,0.88,1.2825,2.5300000000000002,0.7050000000000001,3.34
1457,Eintracht Frankfurt,Nuernberg,March 17 2019,Bundesliga,2018/2019,1,0,2.59,0.7,2019-03-17,5,18,43,13,10.0,1.0,4.0,0.0,10.0,2.0,4.0,2.0,3.0,5.0,3.0,4.0,2.1425,0.6075,1.7349999999999999,0.45,1.04,1.51,1.4649999999999999,2.095
14706,Empoli,Frosinone,March 17 2019,Serie A,2018/2019,2,1,2.34,1.33,2019-03-17,18,19,22,17,4.0,1.0,4.0,1.0,7.0,3.0,6.0,0.0,8.0,8.0,3.0,3.0,1.2025,0.8899999999999999,2.02,0.395,1.25,1.53,1.25,1.47
7971,Espanyol,Sevilla,March 17 2019,La liga,2018/2019,0,1,0.67,1.34,2019-03-17,13,6,34,40,6.0,3.0,4.0,0.0,5.0,8.0,4.0,1.0,3.0,11.0,2.0,5.0,1.2675,2.39,1.975,2.51,1.115,1.44,1.2149999999999999,1.395
4577,Everton,Chelsea,March 17 2019,EPL,2018/2019,2,0,2.24,1.24,2019-03-17,12,6,37,57,4.0,7.0,1.0,3.0,5.0,5.0,0.0,2.0,4.0,8.0,2.0,7.0,0.7925,1.03,0.175,1.22,1.235,1.5675,1.71,2.47
4576,Fulham,Liverpool,March 17 2019,EPL,2018/2019,1,2,0.92,2.73,2019-03-17,19,2,17,73,0.0,8.0,0.0,2.0,3.0,9.0,1.0,0.0,10.0,2.0,5.0,0.0,0.7725,2.0125,1.545,0.595,1.8900000000000001,0.45249999999999996,1.835,0.355
14707,Genoa,Juventus,March 17 2019,Serie A,2018/2019,2,0,1.05,0.31,2019-03-17,13,1,30,75,5.0,12.0,4.0,6.0,2.0,10.0,2.0,3.0,2.0,2.0,1.0,1.0,0.865,1.4975,1.225,0.59,0.6825,1.0125,0.38,1.66
14708,Lazio,Parma Calcio 1913,March 17 2019,Serie A,2018/2019,4,1,1.77,0.36,2019-03-17,9,12,42,33,7.0,4.0,6.0,1.0,6.0,5.0,4.0,4.0,3.0,9.0,0.0,5.0,1.4575,1.0599999999999998,2.0999999999999996,1.145,1.0175,1.6875,0.855,2.37
11398,Lyon,Montpellier,March 17 2019,Ligue 1,2018/2019,3,2,2.62,0.74,2019-03-17,3,7,50,42,7.0,4.0,6.0,3.0,9.0,7.0,7.0,3.0,6.0,12.0,2.0,6.0,2.5425,1.4300000000000002,2.675,1.55,0.9550000000000001,2.02,1.2,2.505
14709,Napoli,Udinese,March 17 2019,Serie A,2018/2019,4,2,1.52,0.74,2019-03-17,2,16,57,25,5.0,6.0,1.0,0.0,6.0,4.0,1.0,1.0,3.0,6.0,2.0,5.0,1.6949999999999998,1.2175,2.325,0.915,0.6075,2.1799999999999997,0.48,2.5949999999999998
11400,Paris Saint Germain,Marseille,March 17 2019,Ligue 1,2018/2019,3,1,1.24,0.19,2019-03-17,1,4,74,47,12.0,10.0,6.0,4.0,14.0,6.0,8.0,3.0,2.0,1.0,1.0,2.0,3.6425,1.25,3.885,0.865,0.6825,0.7125,0.8400000000000001,1.1400000000000001
7970,Real Betis,Barcelona,March 17 2019,La liga,2018/2019,1,4,1.16,3.8,2019-03-17,8,1,39,63,7.0,12.0,1.0,6.0,5.0,9.0,2.0,5.0,3.0,3.0,3.0,2.0,1.5924999999999998,2.505,2.06,1.495,0.9749999999999999,0.7575,1.4849999999999999,1.22
11397,Reims,Nantes,March 17 2019,Ligue 1,2018/2019,1,0,0.57,0.29,2019-03-17,6,15,43,31,8.0,7.0,4.0,1.0,9.0,2.0,4.0,0.0,5.0,1.0,2.0,1.0,1.6825,1.1275,0.94,0.5700000000000001,1.1975,0.66,1.2349999999999999,1.01
7969,Valencia,Getafe,March 17 2019,La liga,2018/2019,0,0,0.51,0.37,2019-03-17,7,4,39,45,8.0,10.0,4.0,4.0,6.0,8.0,2.0,4.0,3.0,5.0,0.0,3.0,1.1825,1.2899999999999998,1.4649999999999999,1.33,1.1125,0.9674999999999999,0.33999999999999997,1.1099999999999999
7973,Villarreal,Rayo Vallecano,March 17 2019,La liga,2018/2019,3,1,2.68,0.18,2019-03-17,17,19,26,23,6.0,0.0,3.0,0.0,6.0,2.0,4.0,2.0,4.0,8.0,2.0,5.0,1.3624999999999998,0.685,1.53,0.5,1.6600000000000001,1.5825,1.9000000000000001,2.23
14711,Chievo,Cagliari,March 29 2019,Serie A,2018/2019,0,3,0.86,1.06,2019-03-29,20,14,14,30,2.0,6.0,1.0,0.0,2.0,4.0,1.0,0.0,6.0,5.0,2.0,3.0,0.6475,1.35,0.36,0.56,1.125,2.335,1.06,3.27
7974,Girona,Athletic Club,March 29 2019,La liga,2018/2019,1,2,0.24,1.06,2019-03-29,12,9,34,37,7.0,7.0,1.0,3.0,6.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,1.7149999999999999,0.92,1.68,0.905,0.6625,0.9974999999999999,0.77,1.325
1458,Hoffenheim,Bayer Leverkusen,March 29 2019,Bundesliga,2018/2019,4,1,2.45,1.71,2019-03-29,9,6,38,42,5.0,6.0,6.0,3.0,6.0,8.0,5.0,5.0,6.0,8.0,1.0,5.0,2.1525,1.9699999999999998,3.115,1.85,1.5925000000000002,0.8225,0.6,0.8600000000000001
11401,Rennes,Lyon,March 29 2019,Ligue 1,2018/2019,0,1,1.34,1.92,2019-03-29,8,3,41,53,5.0,7.0,4.0,1.0,5.0,10.0,4.0,2.0,5.0,7.0,2.0,4.0,1.0475,2.8049999999999997,1.475,2.41,0.7075,0.6525,0.32,0.71
7975,Alaves,Atletico Madrid,March 30 2019,La liga,2018/2019,0,4,0.86,1.92,2019-03-30,5,2,44,56,8.0,9.0,2.0,3.0,6.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0,1.8425000000000002,1.5525,1.9500000000000002,1.57,1.5325,0.8900000000000001,1.5150000000000001,1.025
7978,Barcelona,Espanyol,March 30 2019,La liga,2018/2019,2,0,1.36,0.28,2019-03-30,1,13,66,34,12.0,5.0,6.0,2.0,12.0,5.0,4.0,1.0,4.0,4.0,1.0,1.0,2.5175,1.375,3.5149999999999997,0.56,0.97,1.0899999999999999,0.29500000000000004,1.015
1459,Borussia Dortmund,Wolfsburg,March 30 2019,Bundesliga,2018/2019,2,0,1.45,0.17,2019-03-30,2,6,60,42,9.0,7.0,6.0,3.0,10.0,9.0,6.0,3.0,7.0,9.0,3.0,6.0,2.1750000000000003,1.5,1.8050000000000002,0.47500000000000003,1.3325,2.185,1.08,2.48
4584,Brighton,Southampton,March 30 2019,EPL,2018/2019,0,1,0.56,0.86,2019-03-30,15,16,33,30,6.0,6.0,3.0,0.0,5.0,6.0,2.0,2.0,6.0,6.0,3.0,5.0,1.015,1.1075000000000002,1.3599999999999999,0.595,1.3475,1.7400000000000002,1.0150000000000001,2.4450000000000003
4583,Burnley,Wolverhampton Wanderers,March 30 2019,EPL,2018/2019,2,0,0.57,0.4,2019-03-30,17,7,30,44,0.0,5.0,0.0,1.0,4.0,4.0,2.0,1.0,11.0,3.0,5.0,2.0,1.3225,1.3975,1.54,0.59,1.7850000000000001,1.335,0.6599999999999999,1.255
7977,Celta Vigo,Villarreal,March 30 2019,La liga,2018/2019,3,2,1.89,2.58,2019-03-30,18,16,25,29,1.0,6.0,0.0,3.0,0.0,6.0,1.0,2.0,4.0,5.0,5.0,2.0,0.42750000000000005,1.57,0.9800000000000001,1.1949999999999998,2.155,1.0825,2.1799999999999997,1.42
4582,Crystal Palace,Huddersfield,March 30 2019,EPL,2018/2019,2,0,2.85,0.93,2019-03-30,14,20,33,14,6.0,3.0,0.0,0.0,9.0,4.0,2.0,3.0,7.0,7.0,5.0,5.0,1.355,0.9175,1.565,0.9349999999999999,1.1325,1.5025,0.835,1.64
1464,Fortuna Duesseldorf,Borussia M.Gladbach,March 30 2019,Bundesliga,2018/2019,3,1,1.67,1.34,2019-03-30,12,4,31,47,6.0,4.0,3.0,4.0,8.0,3.0,2.0,2.0,9.0,9.0,4.0,1.0,1.805,1.0325,1.195,1.185,1.865,1.955,1.4349999999999998,0.8699999999999999
1463,Freiburg,Bayern Munich,March 30 2019,Bundesliga,2018/2019,1,1,0.72,3.24,2019-03-30,12,2,31,60,7.0,12.0,6.0,6.0,8.0,18.0,7.0,8.0,5.0,1.0,2.0,3.0,0.9375,3.345,1.4899999999999998,4.07,1.7499999999999998,0.33,1.2850000000000001,0.5449999999999999
4581,Fulham,Manchester City,March 30 2019,EPL,2018/2019,0,2,0.66,2.32,2019-03-30,19,2,17,74,0.0,12.0,0.0,6.0,3.0,11.0,2.0,3.0,9.0,1.0,4.0,0.0,0.6925000000000001,3.2699999999999996,0.91,2.105,1.89,0.4275,2.135,0.055
7976,Getafe,Leganes,March 30 2019,La liga,2018/2019,0,2,0.79,1.28,2019-03-30,4,14,46,33,10.0,4.0,6.0,0.0,6.0,2.0,4.0,0.0,3.0,4.0,2.0,4.0,1.17,1.0799999999999998,1.25,0.5750000000000001,0.6824999999999999,1.3925,0.825,1.62
14712,Juventus,Empoli,March 30 2019,Serie A,2018/2019,1,0,1.34,0.37,2019-03-30,1,17,75,25,9.0,4.0,6.0,0.0,7.0,6.0,7.0,1.0,4.0,9.0,1.0,5.0,1.055,1.41,2.4050000000000002,0.385,1.1175000000000002,1.4275,0.365,1.25
4580,Leicester,Bournemouth,March 30 2019,EPL,2018/2019,2,0,1.89,0.79,2019-03-30,10,12,41,38,9.0,4.0,6.0,3.0,8.0,5.0,5.0,3.0,5.0,8.0,2.0,5.0,1.3624999999999998,1.1675,2.025,1.5250000000000001,0.975,1.54,0.6799999999999999,1.765
4579,Manchester United,Watford,March 30 2019,EPL,2018/2019,2,1,1.98,1.35,2019-03-30,5,9,58,43,7.0,6.0,4.0,0.0,6.0,8.0,3.0,1.0,5.0,10.0,2.0,8.0,1.73,1.2925,1.505,0.52,1.045,2.2975,0.48,3.25
11402,Marseille,Angers,March 30 2019,Ligue 1,2018/2019,2,2,0.97,2.19,2019-03-30,4,12,47,36,7.0,3.0,6.0,1.0,5.0,4.0,3.0,2.0,4.0,5.0,0.0,3.0,0.9750000000000001,1.01,1.625,0.7100000000000001,0.76,0.9375,0.37,0.875
1461,Nuernberg,Augsburg,March 30 2019,Bundesliga,2018/2019,3,0,1.77,0.87,2019-03-30,18,14,13,25,0.0,7.0,1.0,1.0,2.0,6.0,0.0,1.0,6.0,7.0,1.0,5.0,0.6575,1.0125,0.765,0.865,1.925,2.175,0.925,2.1799999999999997
1460,RasenBallsport Leipzig,Hertha Berlin,March 30 2019,Bundesliga,2018/2019,5,0,5.04,0.9,2019-03-30,3,10,49,35,8.0,3.0,2.0,0.0,3.0,5.0,1.0,1.0,1.0,7.0,1.0,3.0,1.7175,1.32,2.13,0.65,0.8825,1.26,0.745,0.98
14713,Sampdoria,AC Milan,March 30 2019,Serie A,2018/2019,1,0,2.1,1.04,2019-03-30,9,4,42,51,9.0,9.0,3.0,6.0,9.0,8.0,2.0,5.0,6.0,4.0,2.0,2.0,2.1975,1.3625,2.58,1.295,1.2225,1.145,1.24,0.635
14714,Udinese,Genoa,March 30 2019,Serie A,2018/2019,2,0,2.46,2.07,2019-03-30,16,11,25,33,6.0,5.0,6.0,1.0,6.0,2.0,3.0,0.0,9.0,1.0,1.0,1.0,0.97,0.73,1.52,0.505,1.945,0.61,1.7650000000000001,0.985
1462,Werder Bremen,Mainz 05,March 30 2019,Bundesliga,2018/2019,3,1,1.23,1.0,2019-03-30,9,13,39,30,8.0,3.0,4.0,0.0,9.0,4.0,5.0,1.0,5.0,9.0,3.0,8.0,1.7075,1.0425,1.84,0.57,1.145,1.5975000000000001,1.245,2.2199999999999998
4578,West Ham,Everton,March 30 2019,EPL,2018/2019,0,2,0.09,2.66,2019-03-30,10,11,42,40,6.0,7.0,6.0,3.0,6.0,7.0,6.0,5.0,6.0,3.0,3.0,3.0,1.1175,1.1925,1.8849999999999998,1.145,2.5075,1.1624999999999999,1.43,1.3
11404,Amiens,Bordeaux,March 31 2019,Ligue 1,2018/2019,0,0,0.66,0.54,2019-03-31,17,13,29,34,8.0,2.0,6.0,1.0,5.0,3.0,3.0,1.0,3.0,5.0,1.0,2.0,1.6400000000000001,1.1125,1.99,0.865,0.8975,1.4300000000000002,0.48,1.4
14715,Bologna,Sassuolo,March 31 2019,Serie A,2018/2019,2,1,2.03,0.71,2019-03-31,18,14,24,32,6.0,2.0,3.0,0.0,6.0,5.0,2.0,0.0,5.0,8.0,1.0,4.0,2.08,0.9974999999999999,2.3,0.725,1.08,1.3875,0.56,1.415
4586,Cardiff,Chelsea,March 31 2019,EPL,2018/2019,1,2,0.45,2.08,2019-03-31,18,6,28,57,3.0,7.0,3.0,3.0,3.0,5.0,2.0,2.0,10.0,4.0,3.0,3.0,1.5775000000000001,1.115,1.8550000000000002,1.3900000000000001,1.8524999999999998,1.1175,0.72,1.57
11403,Dijon,Nice,March 31 2019,Ligue 1,2018/2019,0,1,0.62,0.76,2019-03-31,19,9,21,41,1.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,7.0,3.0,5.0,2.0,0.46749999999999997,0.6950000000000001,0.585,0.355,1.9,0.9475,2.815,1.17
1465,Eintracht Frankfurt,VfB Stuttgart,March 31 2019,Bundesliga,2018/2019,3,0,2.01,0.57,2019-03-31,5,16,46,20,12.0,5.0,6.0,1.0,10.0,8.0,4.0,2.0,2.0,6.0,2.0,4.0,2.5,1.47,2.45,0.925,0.9225,1.8250000000000002,1.23,1.895
14716,Fiorentina,Torino,March 31 2019,Serie A,2018/2019,1,1,2.46,0.45,2019-03-31,10,9,37,44,2.0,9.0,2.0,4.0,6.0,9.0,4.0,2.0,9.0,4.0,4.0,1.0,0.8525,1.18,1.145,0.625,1.6675000000000002,1.3325,1.3050000000000002,1.855
14717,Frosinone,SPAL 2013,March 31 2019,Serie A,2018/2019,0,1,1.02,0.23,2019-03-31,19,17,17,26,1.0,4.0,0.0,1.0,4.0,4.0,3.0,1.0,7.0,6.0,5.0,3.0,1.0650000000000002,0.75,1.385,0.59,1.595,0.9425,1.5899999999999999,0.53
1466,Hannover 96,Schalke 04,March 31 2019,Bundesliga,2018/2019,0,1,0.76,0.86,2019-03-31,18,15,14,23,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,14.0,12.0,6.0,7.0,0.79,1.0025,0.53,1.145,2.2024999999999997,2.37,2.3899999999999997,2.45
14718,Inter,Lazio,March 31 2019,Serie A,2018/2019,0,1,1.54,1.6,2019-03-31,3,7,53,45,7.0,7.0,6.0,1.0,9.0,9.0,4.0,2.0,7.0,4.0,1.0,3.0,1.83,1.3874999999999997,1.335,0.815,1.2075,0.9875,0.565,1.1800000000000002
7982,Levante,Eibar,March 31 2019,La liga,2018/2019,2,2,1.15,3.0,2019-03-31,15,12,31,35,1.0,4.0,0.0,1.0,2.0,3.0,1.0,1.0,6.0,4.0,4.0,2.0,1.3424999999999998,1.8624999999999998,1.285,1.57,2.1675,1.6225,1.865,1.86
4585,Liverpool,Tottenham,March 31 2019,EPL,2018/2019,2,1,1.09,1.05,2019-03-31,2,3,76,61,10.0,1.0,6.0,0.0,11.0,3.0,9.0,1.0,3.0,7.0,2.0,4.0,2.6,1.1524999999999999,3.43,0.995,0.5650000000000001,1.815,0.55,1.355
11405,Monaco,Caen,March 31 2019,Ligue 1,2018/2019,0,1,1.58,0.61,2019-03-31,16,20,30,20,8.0,1.0,4.0,1.0,6.0,3.0,3.0,2.0,3.0,11.0,1.0,4.0,1.2750000000000001,0.76,0.7949999999999999,1.1500000000000001,1.5125,2.42,1.5150000000000001,1.6349999999999998
11406,Nantes,Lille,March 31 2019,Ligue 1,2018/2019,2,3,1.88,2.63,2019-03-31,15,2,31,57,4.0,7.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,0.8674999999999999,1.3275000000000001,1.935,1.365,0.6875,0.7500000000000001,1.0050000000000001,0.35
14719,Parma Calcio 1913,Atalanta,March 31 2019,Serie A,2018/2019,1,3,0.99,3.89,2019-03-31,13,7,33,45,4.0,7.0,3.0,3.0,5.0,6.0,1.0,2.0,11.0,5.0,4.0,3.0,1.0475,1.595,0.975,1.5099999999999998,1.5775000000000001,1.1575,1.005,1.73
7981,Rayo Vallecano,Real Betis,March 31 2019,La liga,2018/2019,1,1,2.31,0.49,2019-03-31,19,9,23,39,0.0,6.0,0.0,6.0,3.0,5.0,0.0,3.0,10.0,6.0,3.0,0.0,0.46,0.995,0.8700000000000001,1.125,2.215,1.6349999999999998,0.9349999999999999,0.46499999999999997
7983,Real Madrid,SD Huesca,March 31 2019,La liga,2018/2019,3,2,4.63,1.37,2019-03-31,3,20,54,22,9.0,4.0,3.0,1.0,8.0,5.0,2.0,2.0,3.0,7.0,1.0,3.0,2.2925,1.185,1.905,0.9550000000000001,1.2599999999999998,1.7574999999999998,0.785,1.17
7980,Real Valladolid,Real Sociedad,March 31 2019,La liga,2018/2019,1,1,1.99,0.74,2019-03-31,17,10,29,36,3.0,2.0,0.0,1.0,4.0,3.0,1.0,2.0,10.0,8.0,6.0,5.0,1.57,1.2650000000000001,1.3099999999999998,0.825,2.0025,1.79,1.72,1.995
14720,Roma,Napoli,March 31 2019,Serie A,2018/2019,1,4,1.99,2.64,2019-03-31,7,2,47,60,6.0,7.0,6.0,4.0,6.0,10.0,4.0,5.0,8.0,5.0,2.0,1.0,1.5625,1.425,1.45,1.065,1.305,0.7,1.275,0.735
7979,Sevilla,Valencia,March 31 2019,La liga,2018/2019,0,1,0.75,0.92,2019-03-31,6,7,43,40,6.0,8.0,3.0,4.0,9.0,6.0,7.0,4.0,8.0,3.0,6.0,3.0,2.1025,0.9500000000000001,2.27,0.9000000000000001,1.145,1.145,1.4849999999999999,1.8849999999999998
11407,Toulouse,Paris Saint Germain,March 31 2019,Ligue 1,2018/2019,0,1,1.15,1.22,2019-03-31,14,1,32,77,5.0,12.0,4.0,6.0,4.0,12.0,2.0,6.0,7.0,2.0,1.0,1.0,1.1275,3.0,1.5,3.4,1.775,0.475,1.315,0.525
4587,Arsenal,Newcastle United,April 01 2019,EPL,2018/2019,2,0,1.04,0.04,2019-04-01,5,14,60,35,10.0,7.0,6.0,1.0,10.0,7.0,7.0,2.0,2.0,6.0,1.0,4.0,2.6325,1.575,2.36,1.1099999999999999,1.4100000000000001,1.6,1.6300000000000001,1.755
11408,Saint-Etienne,Nimes,April 01 2019,Ligue 1,2018/2019,2,1,2.2,1.66,2019-04-01,5,12,46,37,6.0,4.0,0.0,0.0,6.0,5.0,0.0,1.0,3.0,7.0,2.0,5.0,0.9750000000000001,1.1825,0.43999999999999995,0.71,1.125,1.9175,1.415,3.135
14722,AC Milan,Udinese,April 02 2019,Serie A,2018/2019,1,1,2.04,1.38,2019-04-02,4,16,51,28,6.0,6.0,3.0,0.0,5.0,7.0,3.0,3.0,5.0,9.0,3.0,8.0,1.2825,1.2625000000000002,1.19,0.42,1.525,2.015,1.87,2.125
7986,Atletico Madrid,Girona,April 02 2019,La liga,2018/2019,2,0,2.68,0.69,2019-04-02,2,13,59,34,9.0,6.0,6.0,6.0,7.0,7.0,3.0,4.0,2.0,5.0,0.0,0.0,1.605,1.4999999999999998,1.5350000000000001,1.75,0.7525000000000001,0.8225,0.755,0.555
14721,Cagliari,Juventus,April 02 2019,Serie A,2018/2019,0,2,0.45,3.24,2019-04-02,12,1,33,78,9.0,9.0,6.0,3.0,7.0,7.0,4.0,2.0,4.0,4.0,2.0,3.0,1.4675,1.2425,2.14,0.44999999999999996,1.7475,0.8925,1.4,1.5499999999999998
7985,Espanyol,Getafe,April 02 2019,La liga,2018/2019,1,1,1.49,1.62,2019-04-02,14,4,34,46,4.0,7.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,1.0,1.19,1.0725000000000002,1.8,1.09,1.185,0.8225,1.395,0.54
7984,Villarreal,Barcelona,April 02 2019,La liga,2018/2019,4,4,2.2,3.08,2019-04-02,17,1,29,69,6.0,12.0,3.0,6.0,8.0,10.0,4.0,5.0,6.0,2.0,3.0,1.0,1.8625,2.4225,1.945,2.525,1.1275,0.6275,0.745,0.975
4589,Watford,Fulham,April 02 2019,EPL,2018/2019,4,1,1.59,1.91,2019-04-02,10,19,43,17,3.0,0.0,6.0,0.0,4.0,3.0,3.0,1.0,11.0,9.0,1.0,5.0,0.94,0.6575,1.4500000000000002,0.47500000000000003,2.3175,2.1799999999999997,0.7150000000000001,1.645
4588,Wolverhampton Wanderers,Manchester United,April 02 2019,EPL,2018/2019,2,1,1.65,2.04,2019-04-02,8,5,44,61,4.0,9.0,4.0,3.0,3.0,8.0,3.0,3.0,4.0,6.0,1.0,3.0,1.1975,2.1075,2.76,1.955,0.9450000000000001,1.2875,0.57,1.6099999999999999
7987,Athletic Club,Levante,April 03 2019,La liga,2018/2019,3,2,1.87,1.63,2019-04-03,8,15,40,32,7.0,2.0,4.0,1.0,5.0,3.0,3.0,1.0,4.0,6.0,1.0,2.0,0.8524999999999999,1.27,0.9550000000000001,1.4,0.9075,2.23,0.95,2.4699999999999998
4590,Chelsea,Brighton,April 03 2019,EPL,2018/2019,3,0,3.12,0.44,2019-04-03,6,15,60,33,7.0,6.0,4.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,1.0,3.0,1.4775,0.825,0.8400000000000001,0.6699999999999999,1.05,1.105,0.665,1.68
7989,Eibar,Rayo Vallecano,April 03 2019,La liga,2018/2019,2,1,1.55,0.96,2019-04-03,11,19,36,24,5.0,1.0,3.0,0.0,5.0,3.0,2.0,2.0,5.0,9.0,2.0,6.0,2.4625,0.8575000000000002,2.155,0.23,1.5775000000000001,2.0425,1.385,2.98
14723,Empoli,Napoli,April 03 2019,Serie A,2018/2019,2,1,1.48,0.64,2019-04-03,18,2,25,63,4.0,7.0,4.0,4.0,6.0,10.0,5.0,5.0,7.0,6.0,4.0,2.0,1.3575,1.7325,2.4349999999999996,1.6800000000000002,1.4224999999999999,1.0875,1.605,1.51
14724,Frosinone,Parma Calcio 1913,April 03 2019,Serie A,2018/2019,3,2,1.96,2.02,2019-04-03,19,13,17,33,1.0,4.0,0.0,1.0,2.0,6.0,1.0,4.0,5.0,10.0,3.0,7.0,0.905,1.185,1.065,1.1199999999999999,1.0775,2.1975,0.555,2.15
14725,Genoa,Inter,April 03 2019,Serie A,2018/2019,0,4,0.45,2.36,2019-04-03,11,3,33,53,4.0,6.0,4.0,3.0,2.0,6.0,2.0,4.0,3.0,5.0,0.0,4.0,1.145,1.82,0.9550000000000001,2.5,1.11,1.2275,0.235,1.57
4592,Manchester City,Cardiff,April 03 2019,EPL,2018/2019,2,0,3.54,0.14,2019-04-03,2,18,77,28,12.0,3.0,6.0,3.0,7.0,3.0,4.0,2.0,1.0,7.0,1.0,3.0,2.84,1.215,3.7199999999999998,0.84,0.36750000000000005,1.6824999999999999,0.405,2.46
11409,Montpellier,Guingamp,April 03 2019,Ligue 1,2018/2019,2,0,2.22,0.49,2019-04-03,8,19,42,22,4.0,7.0,1.0,1.0,8.0,2.0,4.0,0.0,10.0,1.0,6.0,1.0,1.36,0.7875000000000001,1.31,0.9,1.7225000000000001,0.8250000000000001,1.5350000000000001,1.5
14726,Roma,Fiorentina,April 03 2019,Serie A,2018/2019,2,2,1.52,0.89,2019-04-03,7,10,47,38,3.0,2.0,3.0,0.0,4.0,4.0,3.0,2.0,10.0,7.0,5.0,5.0,1.4849999999999999,1.0875,1.565,0.5599999999999999,1.5500000000000003,1.3850000000000002,1.415,2.0300000000000002
